,job,marital,education,default,housing,loan,contact,day,month,pdays,poutcome,balance_capped,campaign_capped,age_capped,previous_winsorized,housing_loan,Week,previous_contacted,season,duration,Hasil Prediksi
69025,3,1,2,0,0,0,1,2.0,11,-1.0,1,,1.0,26.0,0.0,0,0,0,0,346.0,1
29163,1,1,2,0,0,0,1,22.0,7,-1.0,1,334.0,6.0,32.0,0.0,0,3,0,2,944.0,0
30870,1,2,2,0,1,0,1,10.0,6,-1.0,1,472.0,1.0,41.0,0.0,0,1,0,2,783.0,1
47538,0,2,1,0,1,0,1,5.0,6,380.0,3,261.0,1.0,58.0,2.0,0,0,1,2,393.0,1
69734,8,2,1,0,0,1,0,12.0,,-1.0,1,-700.0,1.0,41.0,0.0,0,1,0,0,309.0,0
24034,3,2,0,0,1,0,2,12.0,4,356.0,0,1455.0,2.0,38.0,2.0,0,1,1,1,101.0,0
50466,5,1,1,0,1,0,1,18.0,4,370.0,0,845.0,1.0,25.0,1.0,0,2,1,1,217.0,0
50906,1,2,2,0,1,0,1,21.0,3,308.0,0,0.0,1.0,38.0,1.0,0,2,1,1,287.0,0
27116,0,2,1,0,1,0,1,13.0,7,-1.0,1,563.0,4.0,41.0,0.0,0,1,0,2,69.0,0
49277,3,1,0,0,1,0,1,14.0,4,353.0,0,405.0,4.0,33.0,1.0,0,1,1,1,99.0,0
31153,1,2,2,0,0,0,0,17.0,10,-1.0,1,937.0,1.0,32.0,0.0,0,2,0,3,76.0,0
46885,3,2,1,0,1,0,2,11.0,4,-1.0,1,7.0,5.0,33.0,0.0,0,1,0,1,32.0,0
62284,1,2,1,0,1,0,1,15.0,4,-1.0,1,125.0,2.0,36.0,0.0,0,2,0,1,676.0,1
22059,1,1,2,0,0,0,1,15.0,5,-1.0,1,372.0,1.0,47.0,0.0,0,2,0,2,257.0,1
17493,6,2,3,0,0,0,2,21.0,3,-1.0,1,2193.0,4.0,63.0,0.0,0,2,0,1,1348.0,1
62835,6,2,1,0,0,0,1,2.0,7,-1.0,1,1003.0,2.0,45.0,0.0,0,0,0,2,234.0,1
29951,1,2,2,0,0,0,0,11.0,5,-1.0,1,0.0,1.0,50.0,0.0,0,1,0,2,916.0,0
1920,3,2,0,0,1,0,0,8.0,4,-1.0,1,34.0,3.0,43.0,0.0,0,1,0,1,543.0,0
26647,1,2,2,0,1,1,1,21.0,6,-1.0,1,776.0,2.0,50.0,0.0,1,2,0,2,200.0,0
37535,0,2,1,0,0,0,1,11.0,7,-1.0,1,478.0,5.0,59.0,0.0,0,1,0,2,108.0,0
55135,3,2,1,0,1,0,1,21.0,4,-1.0,1,1453.0,3.0,33.0,0.0,0,2,0,1,591.0,1
51881,5,2,1,0,1,0,1,17.0,6,-1.0,1,347.0,1.0,23.0,0.0,0,2,0,2,350.0,1
12604,5,1,1,0,0,0,1,1.0,3,-1.0,1,274.0,3.0,26.0,0.0,0,0,0,1,351.0,1
12712,3,2,1,0,1,1,1,5.0,4,295.0,0,992.0,1.0,41.0,3.0,1,0,1,1,335.0,0
44957,6,2,2,0,1,0,1,5.0,9,-1.0,1,429.0,1.0,46.0,0.0,0,0,0,3,398.0,1
49863,3,2,1,0,1,1,1,15.0,6,-1.0,1,1235.0,4.0,27.0,0.0,1,2,0,2,1381.0,1
37147,0,2,2,0,0,0,1,21.0,7,-1.0,1,226.0,6.0,43.0,0.0,0,2,0,2,156.0,0
64640,5,1,1,0,0,0,1,26.0,10,-1.0,1,372.0,1.0,29.0,0.0,0,3,0,3,573.0,1
14095,1,2,2,0,1,1,1,15.0,6,-1.0,1,254.0,3.0,43.0,0.0,1,2,0,2,104.0,0
23581,1,2,2,0,1,0,1,30.0,6,-1.0,1,-468.0,6.0,35.0,0.0,0,3,0,2,540.0,0
39901,5,1,1,0,1,0,1,18.0,4,315.0,0,92.0,1.0,32.0,2.0,0,2,1,1,110.0,0
45910,11,1,1,0,0,0,1,17.0,10,-1.0,1,16.0,4.0,23.0,0.0,0,2,0,3,130.0,1
26638,5,0,1,0,0,1,1,22.0,9,185.0,3,527.0,1.0,42.0,1.0,0,3,1,3,181.0,1
31603,3,1,1,0,1,0,0,3.0,5,-1.0,1,1802.0,6.0,26.0,0.0,0,0,0,2,28.0,0
13290,1,2,2,0,1,0,2,12.0,11,-1.0,1,0.0,1.0,38.0,0.0,0,1,0,0,136.0,0
11675,5,1,1,0,1,0,0,19.0,4,-1.0,1,-326.0,3.0,26.0,0.0,0,2,0,1,128.0,0
44590,1,2,2,0,0,0,1,4.0,4,167.0,2,415.0,5.0,33.0,1.0,0,0,1,1,75.0,0
55043,1,2,1,0,0,0,1,4.0,5,90.0,3,285.0,1.0,52.0,1.0,0,0,1,2,264.0,1
61836,5,1,2,0,1,0,1,12.0,0,-1.0,1,17.0,1.0,56.0,0.0,0,1,0,0,133.0,1
55779,5,1,1,0,0,0,1,11.0,1,-1.0,1,4043.0,6.0,30.0,0.0,0,1,0,0,112.0,0
50252,11,2,1,0,1,1,1,15.0,4,367.0,0,358.0,3.0,50.0,3.0,1,2,1,1,315.0,0
1398,1,2,2,0,0,1,1,6.0,7,-1.0,1,103.0,2.0,41.0,0.0,0,0,0,2,65.0,0
40276,3,2,0,0,0,0,1,28.0,0,-1.0,1,620.0,1.0,41.0,0.0,0,3,0,0,314.0,0
27662,3,2,1,0,1,0,1,18.0,7,-1.0,1,10.0,4.0,54.0,0.0,0,2,0,2,195.0,0
71471,9,1,1,0,1,0,1,4.0,1,-1.0,1,706.0,2.0,,0.0,0,0,0,0,291.0,0
45772,3,2,1,0,1,0,1,18.0,5,-1.0,1,0.0,3.0,39.0,0.0,0,2,0,2,900.0,1
28417,8,2,1,0,0,0,1,20.0,7,-1.0,1,314.0,2.0,49.0,0.0,0,2,0,2,30.0,0
68943,8,1,1,,0,0,1,8.0,6,-1.0,1,1274.0,1.0,29.0,0.0,0,1,0,2,136.0,0
32406,2,2,2,0,0,0,1,10.0,7,-1.0,1,121.0,1.0,44.0,0.0,0,1,0,2,412.0,1
63006,1,2,2,0,1,0,1,29.0,1,95.0,2,4.0,1.0,34.0,1.0,0,3,1,0,304.0,1
69637,11,1,1,0,1,0,1,12.0,4,-1.0,1,337.0,,40.0,0.0,0,1,0,1,580.0,1
42100,3,2,2,0,0,0,1,28.0,10,179.0,2,4043.0,2.0,32.0,4.0,0,3,1,3,259.0,1
46963,1,1,1,0,0,0,1,15.0,3,-1.0,1,396.0,1.0,35.0,0.0,0,2,0,1,274.0,1
63975,8,1,2,0,0,0,0,11.0,0,-1.0,1,1101.0,1.0,63.0,0.0,0,1,0,0,190.0,1
38650,8,2,1,0,0,0,1,12.0,7,-1.0,1,260.0,5.0,48.0,0.0,0,1,0,2,228.0,0
67684,5,2,1,0,1,0,0,7.0,7,-1.0,1,475.0,6.0,52.0,0.0,0,0,0,2,648.0,1
29680,11,2,1,0,0,0,1,25.0,7,-1.0,1,198.0,6.0,55.0,0.0,0,3,0,2,111.0,0
16313,2,1,1,0,1,0,1,6.0,4,359.0,0,339.0,2.0,34.0,2.0,0,0,1,1,110.0,0
3182,8,1,1,0,1,0,0,13.0,4,-1.0,1,-103.0,1.0,20.0,0.0,0,1,0,1,180.0,0
44439,8,2,2,0,0,0,0,14.0,9,187.0,0,1763.0,1.0,70.5,3.0,0,1,1,3,810.0,1
25494,11,2,2,0,1,1,1,4.0,1,-1.0,1,-195.0,3.0,41.0,0.0,1,0,0,0,52.0,0
12408,1,1,2,0,1,0,1,30.0,0,-1.0,1,80.0,3.0,40.0,0.0,0,3,0,0,182.0,0
38726,1,1,2,0,1,0,1,17.0,3,268.0,2,1277.0,1.0,44.0,4.0,0,2,1,1,77.0,0
29046,3,2,0,0,1,1,0,30.0,5,-1.0,1,-101.0,3.0,51.0,0.0,1,3,0,2,60.0,0
13737,9,1,1,0,0,0,1,21.0,7,-1.0,1,144.0,1.0,22.0,0.0,0,2,0,2,116.0,1
51666,1,2,1,0,1,0,1,1.0,5,279.0,3,227.0,1.0,28.0,3.0,0,0,1,2,305.0,1
70328,3,2,1,0,0,0,,26.0,,,1,392.0,6.0,53.0,0.0,0,3,1,0,95.0,0
44138,11,1,2,0,0,0,1,30.0,3,-1.0,1,1078.0,2.0,26.0,0.0,0,3,0,1,99.0,0
53332,1,1,1,0,1,0,1,14.0,6,340.0,0,1963.0,1.0,38.0,1.0,0,1,1,2,922.0,1
9627,5,1,1,0,1,1,0,4.0,6,-1.0,1,1143.0,3.0,28.0,0.0,1,0,0,2,260.0,0
2830,3,2,0,0,1,0,0,12.0,4,-1.0,1,199.0,4.0,36.0,0.0,0,1,0,1,165.0,0
67275,0,2,1,0,1,0,1,24.0,1,-1.0,1,93.0,1.0,36.0,0.0,0,3,0,0,140.0,1
61515,1,2,2,0,0,0,1,17.0,9,-1.0,1,2811.0,1.0,43.0,0.0,0,2,0,3,533.0,1
33409,3,1,1,0,1,0,0,8.0,4,-1.0,1,56.0,2.0,33.0,0.0,0,1,0,1,112.0,0
22058,1,1,2,0,1,0,2,12.0,4,-1.0,1,359.0,3.0,43.0,0.0,0,1,0,1,899.0,0
41616,3,2,1,0,0,0,1,13.0,5,-1.0,1,268.0,2.0,25.0,0.0,0,1,0,2,95.0,1
25199,8,1,3,0,0,0,1,29.0,6,-1.0,1,342.0,4.0,25.0,0.0,0,3,0,2,281.0,0
23609,3,2,0,0,0,0,1,10.0,6,-1.0,1,6.0,6.0,44.0,0.0,0,1,0,2,338.0,0
26006,0,2,2,0,1,0,1,6.0,4,-1.0,1,1.0,2.0,38.0,0.0,0,0,0,1,250.0,0
58692,8,2,2,0,0,0,1,4.0,2,123.0,0,1951.0,2.0,54.0,4.0,0,0,1,1,219.0,1
39906,0,2,2,0,0,0,1,2.0,10,161.0,0,732.0,2.0,38.0,1.0,0,0,1,3,53.0,0
4676,3,1,1,0,1,0,1,16.0,10,530.0,2,1475.0,3.0,34.0,4.0,0,2,1,3,1166.0,1
5966,6,2,0,0,1,1,1,18.0,7,-1.0,1,11.0,6.0,54.0,0.0,1,2,0,2,48.0,0
17320,0,1,1,0,0,1,1,8.0,6,-1.0,1,137.0,2.0,30.0,0.0,0,1,0,2,517.0,0
57184,11,1,2,0,1,0,1,24.0,7,-1.0,1,1088.0,2.0,38.0,0.0,0,3,0,2,221.0,1
54917,5,2,1,0,1,0,1,11.0,10,77.0,0,578.0,1.0,37.0,2.0,0,1,1,3,339.0,1
38200,1,2,2,0,1,0,1,2.0,1,-1.0,1,751.0,4.0,37.0,0.0,0,0,0,0,186.0,0
34366,10,1,2,0,0,0,1,30.0,3,-1.0,1,72.0,1.0,40.0,0.0,0,3,0,1,463.0,1
70618,3,1,2,0,1,0,1,27.0,,-1.0,1,930.0,1.0,26.0,0.0,0,3,0,0,1168.0,1
179,3,1,0,0,0,1,0,16.0,5,-1.0,1,207.0,3.0,39.0,0.0,0,2,0,2,35.0,0
63825,1,1,1,0,0,0,0,18.0,2,-1.0,1,1002.0,1.0,55.0,0.0,0,2,0,1,115.0,1
43162,3,2,1,0,1,0,1,12.0,6,-1.0,1,311.0,1.0,30.0,0.0,0,1,0,2,1516.0,1
7746,3,2,0,0,0,0,1,22.0,7,-1.0,1,0.0,3.0,47.0,0.0,0,3,0,2,98.0,0
26798,1,2,1,0,1,0,1,14.0,8,24.0,2,3.0,2.0,28.0,2.0,0,1,1,3,112.0,1
30205,1,2,2,0,1,0,1,7.0,7,-1.0,1,489.0,5.0,37.0,0.0,0,0,0,2,205.0,0
27335,1,0,2,0,0,0,1,14.0,7,-1.0,1,4043.0,2.0,41.0,0.0,0,1,0,2,229.0,0
22525,8,2,1,0,1,0,0,8.0,4,-1.0,1,432.0,1.0,31.0,0.0,0,1,0,1,446.0,0
61779,8,2,1,0,1,0,1,17.0,3,544.0,0,965.0,1.0,52.0,3.0,0,2,1,1,220.0,1
1630,1,1,2,0,1,1,0,17.0,5,-1.0,1,1437.0,2.0,48.0,0.0,1,2,0,2,34.0,0
30646,8,2,1,0,0,0,1,8.0,7,-1.0,1,504.0,2.0,57.0,0.0,0,1,0,2,177.0,0
75207,7,2,2,0,,0,,7.0,7,-1.0,,4043.0,4.0,55.0,0.0,0,0,0,2,973.0,0
25799,8,2,1,0,0,0,0,9.0,5,-1.0,1,533.0,1.0,48.0,0.0,0,1,0,2,63.0,0
72209,0,2,2,0,0,0,2,,5,-1.0,1,1315.0,2.0,,0.0,0,,0,2,303.0,0
23231,6,2,0,0,0,0,2,15.0,1,94.0,3,2590.0,5.0,70.5,4.0,0,2,1,0,112.0,0
25850,3,2,1,0,1,1,1,14.0,7,-1.0,1,232.0,4.0,47.0,0.0,1,1,0,2,90.0,0
75584,0,2,1,0,1,0,,9.0,,-1.0,1,2355.0,1.0,35.0,0.0,0,1,0,0,515.0,0
1928,0,1,2,0,0,0,1,5.0,5,-1.0,1,1693.0,2.0,25.0,0.0,0,0,0,2,96.0,0
40822,4,1,2,0,0,0,0,18.0,5,-1.0,1,2918.0,1.0,42.0,0.0,0,2,0,2,18.0,0
72931,3,2,0,0,0,0,0,16.0,4,-1.0,1,1163.0,,45.0,0.0,0,2,0,1,230.0,0
73725,7,2,1,0,1,0,,,6,-1.0,1,9.0,4.0,25.0,0.0,0,,0,2,,0
9189,0,2,2,1,1,0,0,28.0,4,-1.0,1,337.0,2.0,54.0,0.0,0,3,0,1,302.0,0
64731,1,1,1,0,1,0,0,13.0,7,-1.0,1,790.0,1.0,30.0,0.0,0,1,0,2,681.0,1
35169,10,2,1,0,0,0,1,21.0,10,-1.0,1,1872.0,1.0,40.0,0.0,0,2,0,3,112.0,0
3438,8,1,1,0,1,0,1,15.0,4,-1.0,1,0.0,6.0,26.0,0.0,0,2,0,1,23.0,0
17279,1,1,2,0,1,1,1,8.0,6,-1.0,1,1252.0,4.0,28.0,0.0,1,1,0,2,319.0,0
18519,0,1,1,0,1,0,0,30.0,4,-1.0,1,1255.0,2.0,37.0,0.0,0,3,0,1,224.0,0
48949,0,1,1,0,1,0,1,7.0,7,-1.0,1,-5.0,1.0,33.0,0.0,0,0,0,2,706.0,1
13629,3,1,1,0,1,0,1,15.0,4,-1.0,1,833.0,1.0,24.0,0.0,0,2,0,1,956.0,1
38916,0,2,1,0,0,0,1,4.0,1,-1.0,1,757.0,5.0,53.0,0.0,0,0,0,0,20.0,0
38098,8,1,2,0,1,0,0,30.0,4,-1.0,1,3021.0,6.0,27.0,0.0,0,3,0,1,388.0,0
49969,8,2,1,0,1,0,1,15.0,4,351.0,0,2399.0,2.0,41.0,2.0,0,2,1,1,303.0,0
31604,3,0,1,0,1,0,1,14.0,4,297.0,2,174.0,2.0,41.0,1.0,0,1,1,1,367.0,0
11850,2,2,1,0,0,0,0,5.0,5,-1.0,1,0.0,1.0,47.0,0.0,0,0,0,2,1446.0,0
20382,1,1,1,0,1,0,1,17.0,10,-1.0,1,3684.0,3.0,44.0,0.0,0,2,0,3,35.0,0
56291,6,1,1,0,0,0,1,18.0,0,91.0,3,138.0,2.0,29.0,2.0,0,2,1,0,379.0,1
72576,3,2,0,,1,0,0,30.0,,-1.0,1,476.0,4.0,46.0,0.0,0,3,0,0,311.0,0
38015,3,0,1,1,1,0,1,2.0,1,187.0,0,-535.0,2.0,48.0,2.0,0,0,1,0,115.0,0
60148,1,2,1,0,1,0,1,10.0,5,87.0,2,188.0,1.0,31.0,1.0,0,1,1,2,208.0,1
4002,3,2,0,0,0,0,1,11.0,7,-1.0,1,4043.0,2.0,47.0,0.0,0,1,0,2,356.0,0
38213,8,1,2,0,0,0,1,14.0,5,181.0,0,12.0,1.0,26.0,4.0,0,1,1,2,563.0,1
75347,0,2,1,0,1,1,1,,,-1.0,1,,4.0,49.0,0.0,1,,0,0,73.0,0
59796,1,2,2,0,1,0,1,22.0,1,335.0,0,3791.0,1.0,47.0,2.0,0,3,1,0,273.0,1
33570,0,2,0,0,0,1,1,19.0,10,-1.0,1,938.0,1.0,55.0,0.0,0,2,0,3,742.0,0
49301,1,2,2,0,1,0,1,14.0,4,-1.0,1,-296.0,3.0,36.0,0.0,0,1,0,1,113.0,0
55230,8,1,1,0,0,0,2,28.0,11,193.0,3,1347.0,1.0,27.0,4.0,0,3,1,0,824.0,1
24520,0,2,1,0,0,0,1,4.0,7,-1.0,1,2433.0,1.0,45.0,0.0,0,0,0,2,81.0,0
2082,1,1,2,0,1,0,0,8.0,4,-1.0,1,528.0,4.0,30.0,0.0,0,1,0,1,145.0,0
33148,3,2,0,0,1,0,0,9.0,4,-1.0,1,94.0,3.0,47.0,0.0,0,1,0,1,209.0,0
52959,11,2,2,0,1,0,1,29.0,1,-1.0,1,301.0,4.0,32.0,0.0,0,3,0,0,923.0,1
49677,0,2,1,0,1,0,1,8.0,3,-1.0,1,897.0,1.0,34.0,0.0,0,1,0,1,213.0,1
38716,3,1,3,1,1,1,0,12.0,4,-1.0,1,-149.0,3.0,30.0,0.0,1,1,0,1,164.0,0
38998,3,2,1,0,1,0,1,4.0,1,-1.0,1,4043.0,1.0,45.0,0.0,0,0,0,0,872.0,1
8506,0,2,0,0,1,1,0,27.0,4,-1.0,1,1653.0,6.0,36.0,0.0,1,3,0,1,336.0,0
27640,7,2,1,0,1,0,1,12.0,4,368.0,0,0.0,1.0,32.0,2.0,0,1,1,1,549.0,1
72648,3,2,1,0,1,0,1,9.0,3,-1.0,1,758.0,4.0,32.0,0.0,0,1,0,1,317.0,1
4337,3,2,3,0,0,0,0,20.0,5,-1.0,1,111.0,3.0,53.0,0.0,0,2,0,2,39.0,0
73384,5,1,1,0,0,0,1,26.0,3,326.0,,607.0,1.0,34.0,3.0,0,3,1,1,,0
57867,8,2,2,0,1,0,1,9.0,9,-1.0,1,4043.0,1.0,70.0,0.0,0,1,0,3,393.0,1
17696,8,2,1,0,1,1,1,9.0,6,-1.0,1,418.0,1.0,31.0,0.0,1,1,0,2,219.0,0
40894,2,2,1,0,1,1,0,15.0,4,-1.0,1,1037.0,1.0,57.0,0.0,1,2,0,1,112.0,0
70084,1,2,2,,,0,0,26.0,,-1.0,1,-606.0,1.0,39.0,0.0,0,3,0,0,142.0,0
50068,0,2,1,0,1,0,1,14.0,4,372.0,0,138.0,3.0,36.0,2.0,0,1,1,1,1348.0,1
41257,0,2,1,0,1,0,1,29.0,7,-1.0,1,399.0,1.0,35.0,0.0,0,3,0,2,546.0,1
21554,1,2,3,0,0,0,1,24.0,6,-1.0,1,0.0,6.0,56.0,0.0,0,3,0,2,54.0,0
15998,5,0,1,0,1,0,1,2.0,1,257.0,2,442.0,2.0,39.0,2.0,0,0,1,0,204.0,0
1495,3,2,1,0,1,1,0,7.0,4,-1.0,1,1045.0,1.0,46.0,0.0,1,0,0,1,149.0,0
37385,9,1,3,0,0,0,1,15.0,3,381.0,0,2321.0,2.0,33.0,2.0,0,2,1,1,699.0,1
59647,1,1,2,0,1,0,1,7.0,4,342.0,0,4.0,2.0,35.0,1.0,0,0,1,1,855.0,1
54288,3,1,1,0,1,0,1,16.0,6,-1.0,1,886.0,5.0,38.0,0.0,0,2,0,2,633.0,1
68686,3,1,1,0,1,0,1,8.0,10,-1.0,1,708.0,3.0,45.0,0.0,0,1,0,3,742.0,1
69424,1,2,,0,0,0,,16.0,9,,0,4043.0,2.0,,4.0,0,2,1,3,154.0,1
35450,10,2,1,0,0,0,0,20.0,5,-1.0,1,1604.0,1.0,38.0,0.0,0,2,0,2,1276.0,1
25098,3,1,1,0,0,0,0,23.0,4,-1.0,1,79.0,3.0,30.0,0.0,0,3,0,1,125.0,0
41644,11,2,2,0,0,0,1,14.0,3,-1.0,1,4043.0,6.0,40.0,0.0,0,1,0,1,255.0,1
17498,1,1,2,0,0,0,1,21.0,7,-1.0,1,46.0,6.0,32.0,0.0,0,2,0,2,788.0,1
63579,3,2,1,0,0,0,1,12.0,7,-1.0,1,10.0,3.0,27.0,0.0,0,1,0,2,1423.0,1
17060,7,2,0,0,1,0,1,9.0,6,-1.0,1,0.0,1.0,32.0,0.0,0,1,0,2,90.0,0
18213,2,2,1,0,1,1,1,20.0,3,154.0,0,0.0,2.0,38.0,1.0,1,2,1,1,305.0,0
31088,1,0,2,0,1,0,2,27.0,9,-1.0,1,4043.0,1.0,47.0,0.0,0,3,0,3,251.0,1
8871,1,2,0,0,0,0,0,28.0,4,-1.0,1,1566.0,4.0,57.0,0.0,0,3,0,1,105.0,0
39536,10,2,1,0,0,1,0,12.0,4,-1.0,1,380.0,2.0,29.0,0.0,0,1,0,1,154.0,0
7656,3,2,0,0,1,0,0,15.0,4,-1.0,1,346.0,1.0,46.0,0.0,0,2,0,1,402.0,0
56667,5,2,1,0,0,0,1,9.0,9,245.0,3,1599.0,1.0,31.0,3.0,0,1,1,3,260.0,1
9888,1,1,1,1,1,1,1,18.0,6,-1.0,1,-1164.0,4.0,43.0,0.0,1,2,0,2,76.0,0
52477,8,2,1,0,0,0,1,9.0,3,-1.0,1,2687.0,1.0,30.0,0.0,0,1,0,1,464.0,1
56979,1,1,2,0,1,0,1,17.0,7,-1.0,1,129.0,1.0,31.0,0.0,0,2,0,2,758.0,1
66509,2,2,1,0,0,0,1,24.0,6,-1.0,1,73.0,1.0,32.0,0.0,0,3,0,2,393.0,0
2580,8,2,1,0,1,0,0,30.0,4,-1.0,1,992.0,1.0,50.0,0.0,0,3,0,1,407.0,0
16691,3,2,0,0,1,0,2,7.0,6,-1.0,1,0.0,6.0,29.0,0.0,0,0,0,2,256.0,0
74202,0,2,0,0,1,0,1,13.0,7,190.0,3,1549.0,1.0,38.0,2.0,0,1,1,2,,1
70402,7,2,1,0,0,0,,20.0,5,-1.0,1,4016.0,1.0,31.0,0.0,0,2,0,2,197.0,0
56426,0,2,2,0,0,0,1,12.0,6,12.0,1,4043.0,1.0,37.0,2.0,0,1,1,2,191.0,1
20615,0,2,1,0,1,0,1,17.0,10,172.0,0,1269.0,1.0,40.0,1.0,0,2,1,3,353.0,0
17817,7,2,0,0,0,1,2,9.0,6,-1.0,1,0.0,1.0,35.0,0.0,0,1,0,2,17.0,0
34712,3,2,3,0,0,0,0,9.0,4,-1.0,1,714.0,3.0,36.0,0.0,0,1,0,1,277.0,0
18431,1,1,2,0,1,0,0,29.0,4,-1.0,1,2076.0,1.0,52.0,0.0,0,3,0,1,112.0,0
30847,0,1,2,0,1,0,2,28.0,7,-1.0,1,0.0,2.0,35.0,0.0,0,3,0,2,46.0,0
57907,1,2,2,0,1,0,1,17.0,3,192.0,2,979.0,2.0,33.0,2.0,0,2,1,1,786.0,1
3688,3,0,0,0,0,0,1,20.0,6,-1.0,1,989.0,2.0,59.0,0.0,0,2,0,2,125.0,0
2243,11,1,2,0,0,0,1,29.0,0,-1.0,1,211.0,3.0,26.0,0.0,0,3,0,0,168.0,0
14126,3,2,0,0,1,0,0,6.0,4,-1.0,1,46.0,1.0,40.0,0.0,0,0,0,1,119.0,0
43894,0,2,1,0,0,0,1,11.0,1,381.0,0,1.0,2.0,59.0,2.0,0,1,1,0,177.0,1
45325,0,2,1,0,1,0,1,29.0,6,-1.0,1,486.0,3.0,29.0,0.0,0,3,0,2,360.0,1
13159,5,2,1,0,1,0,0,28.0,4,-1.0,1,-526.0,2.0,29.0,0.0,0,3,0,1,314.0,0
63759,8,0,2,0,1,0,1,20.0,9,-1.0,1,3064.0,2.0,70.0,0.0,0,2,0,3,166.0,1
49811,1,2,2,0,0,0,1,4.0,7,-1.0,1,1685.0,1.0,41.0,0.0,0,0,0,2,614.0,1
46402,3,2,1,0,1,1,1,8.0,4,343.0,0,1794.0,1.0,48.0,2.0,1,1,1,1,97.0,0
24104,3,2,1,0,1,0,1,18.0,4,349.0,2,-667.0,6.0,32.0,1.0,0,2,1,1,152.0,0
9563,3,2,0,0,1,1,0,9.0,5,-1.0,1,214.0,1.0,47.0,0.0,1,1,0,2,168.0,0
65323,10,2,2,0,1,0,1,23.0,6,-1.0,1,2053.0,5.0,33.0,0.0,0,3,0,2,475.0,1
63858,1,1,1,0,1,0,1,27.0,4,60.0,0,2500.0,2.0,26.0,1.0,0,3,1,1,759.0,1
33517,3,2,0,0,1,0,1,19.0,10,174.0,0,630.0,1.0,58.0,1.0,0,2,1,3,59.0,0
55716,3,2,2,0,1,0,1,25.0,6,-1.0,1,1196.0,2.0,42.0,0.0,0,3,0,2,669.0,1
32697,1,2,2,0,0,0,1,23.0,8,-1.0,1,845.0,1.0,38.0,0.0,0,3,0,3,134.0,0
29764,4,1,1,0,0,0,2,6.0,1,-1.0,1,3247.0,3.0,26.0,0.0,0,0,0,0,341.0,0
71818,3,1,0,0,1,0,1,21.0,6,-1.0,1,695.0,1.0,45.0,0.0,0,2,0,2,167.0,0
37501,1,2,2,0,0,0,1,11.0,7,-1.0,1,539.0,1.0,36.0,0.0,0,1,0,2,176.0,0
23673,1,2,2,0,1,0,1,21.0,10,-1.0,1,1240.0,1.0,34.0,0.0,0,2,0,3,102.0,0
10909,6,0,2,0,1,0,1,12.0,4,175.0,0,349.0,2.0,54.0,1.0,0,1,1,1,176.0,0
16160,5,2,1,0,1,1,1,30.0,0,252.0,0,0.0,1.0,51.0,1.0,1,3,1,0,150.0,0
24250,3,2,1,0,1,0,1,7.0,4,359.0,0,4043.0,3.0,46.0,1.0,0,0,1,1,33.0,0
3822,3,2,1,0,1,0,1,16.0,6,-1.0,1,2870.0,1.0,29.0,0.0,0,2,0,2,988.0,1
21358,6,2,1,0,1,1,1,10.0,2,-1.0,1,2801.0,1.0,61.0,0.0,1,1,0,1,239.0,0
58078,8,2,1,0,0,0,1,16.0,9,791.0,0,974.0,1.0,59.0,1.0,0,2,1,3,302.0,1
20867,0,1,1,1,0,0,1,14.0,7,-1.0,1,-14.0,2.0,34.0,0.0,0,1,0,2,85.0,0
74677,1,2,2,0,0,0,,5.0,10,-1.0,1,239.0,1.0,41.0,0.0,0,0,0,3,147.0,1
18529,8,1,1,0,1,0,0,30.0,5,-1.0,1,-72.0,6.0,26.0,0.0,0,3,0,2,82.0,0
4996,2,2,2,0,0,0,2,21.0,10,-1.0,1,4043.0,1.0,56.0,0.0,0,2,0,3,167.0,0
39505,1,2,2,0,1,0,1,5.0,1,8.0,2,0.0,2.0,36.0,1.0,0,0,1,0,245.0,0
29975,5,2,0,0,1,1,0,4.0,5,-1.0,1,355.0,6.0,31.0,0.0,1,0,0,2,61.0,0
60365,8,2,2,0,1,0,1,10.0,0,299.0,3,455.0,1.0,31.0,1.0,0,1,1,0,164.0,1
64015,8,2,2,0,0,0,1,14.0,9,53.0,0,3141.0,2.0,41.0,1.0,0,1,1,3,107.0,1
67296,3,1,2,0,1,0,1,19.0,10,-1.0,1,118.0,1.0,30.0,0.0,0,2,0,3,759.0,1
12348,3,2,1,0,1,1,1,28.0,0,-1.0,1,0.0,2.0,32.0,0.0,1,3,0,0,117.0,0
2719,3,1,1,0,0,0,0,6.0,5,-1.0,1,1170.0,1.0,39.0,0.0,0,0,0,2,383.0,0
70360,4,2,3,0,0,0,,15.0,4,-1.0,1,,5.0,55.0,0.0,0,2,0,1,73.0,0
47130,6,2,1,0,0,0,1,15.0,0,194.0,0,2029.0,4.0,58.0,3.0,0,2,1,0,463.0,1
19957,3,2,0,0,1,0,0,19.0,5,-1.0,1,237.0,6.0,28.0,0.0,0,2,0,2,498.0,0
2869,3,2,1,0,1,0,0,12.0,4,-1.0,1,187.0,2.0,34.0,0.0,0,1,0,1,379.0,0
31653,0,1,2,0,0,0,1,11.0,7,-1.0,1,614.0,4.0,31.0,0.0,0,1,0,2,72.0,0
33165,11,2,0,0,1,0,2,6.0,4,363.0,0,90.0,1.0,37.0,2.0,0,0,1,1,39.0,0
10131,10,1,2,0,0,0,1,4.0,1,-1.0,1,705.0,1.0,46.0,0.0,0,0,0,0,398.0,0
